SEQ_NFE;CHAVE_NOTA;COD_UF_EMIT;COD_UF_DEST;TIP_FIN_NFE;SEQ_PROD;COD_CEST;COD_CST;COD_NCM;COD_CFOP;TIP_OPERACAO;EMIT_COD_CNAE;EMIT_CRT;EMIT_IND_SN;DEST_CNAE_PRINC;DEST_IE;DEST_SITUACAO;DEST_IND_SUBLIMITE;DEST_IND_SN;TIPO_IMPOSTO
440640895;26250621596736000144550010002554131272604000;PE;AL;1;2953990554;1301100;0;30059090;6108;;;3;N;;;;0;N;DIFAL
440640895;26250621596736000144550010002554131272604000;PE;AL;1;2953990555;2805700;40;90183929;6108;;;3;N;;;;0;N;DIFAL
440640895;26250621596736000144550010002554131272604000;PE;AL;1;2953990556;2805700;40;90183929;6108;;;3;N;;;;0;N;DIFAL
440640895;26250621596736000144550010002554131272604000;PE;AL;1;2953990557;;40;90183926;6108;;;3;N;;;;0;N;DIFAL
440640895;26250621596736000144550010002554131272604000;PE;AL;1;2953990558;;40;90183926;6108;;;3;N;;;;0;N;DIFAL
440640895;26250621596736000144550010002554131272604000;PE;AL;1;2953990559;1300401;0;30039099;6108;;;3;N;;;;0;N;DIFAL
440640895;26250621596736000144550010002554131272604000;PE;AL;1;2953990561;2805700;0;90183999;6108;;;3;N;;;;0;N;DIFAL
440640895;26250621596736000144550010002554131272604000;PE;AL;1;2953990562;1301100;0;30051090;6108;;;3;N;;;;0;N;DIFAL
440640895;26250621596736000144550010002554131272604000;PE;AL;1;2953990563;;0;48114110;6108;;;3;N;;;;0;N;DIFAL
440640895;26250621596736000144550010002554131272604000;PE;AL;1;2953990564;1301100;0;30051090;6108;;;3;N;;;;0;N;DIFAL
440640895;26250621596736000144550010002554131272604000;PE;AL;1;2953990565;1301100;0;30059090;6108;;;3;N;;;;0;N;DIFAL
440640895;26250621596736000144550010002554131272604000;PE;AL;1;2953990566;;0;90189029;6108;;;3;N;;;;0;N;DIFAL
440640895;26250621596736000144550010002554131272604000;PE;AL;1;2953990567;;0;90183999;6108;;;3;N;;;;0;N;DIFAL
440640895;26250621596736000144550010002554131272604000;PE;AL;1;2953990568;1301200;0;40151200;6108;;;3;N;;;;0;N;DIFAL
440640895;26250621596736000144550010002554131272604000;PE;AL;1;2953990569;;0;40151200;6108;;;3;N;;;;0;N;DIFAL
440640895;26250621596736000144550010002554131272604000;PE;AL;1;2953990570;;0;63079010;6108;;;3;N;;;;0;N;DIFAL
440640895;26250621596736000144550010002554131272604000;PE;AL;1;2953990571;;0;63079010;6108;;;3;N;;;;0;N;DIFAL
440640895;26250621596736000144550010002554131272604000;PE;AL;1;2953990572;1301400;0;90183119;6108;;;3;N;;;;0;N;DIFAL
440640895;26250621596736000144550010002554131272604000;PE;AL;1;2953990573;2805700;40;90183929;6108;;;3;N;;;;0;N;DIFAL
440640895;26250621596736000144550010002554131272604000;PE;AL;1;2953990574;1301600;0;38221920;6108;;;3;N;;;;0;N;DIFAL
440640895;26250621596736000144550010002554131272604000;PE;AL;1;2953990575;1301600;0;38221920;6108;;;3;N;;;;0;N;DIFAL
440640895;26250621596736000144550010002554131272604000;PE;AL;1;2953990576;;40;90183929;6108;;;3;N;;;;0;N;DIFAL
440640895;26250621596736000144550010002554131272604000;PE;AL;1;2953990577;;40;90183929;6108;;;3;N;;;;0;N;DIFAL
438379331;35250655122894000184550010000531831367592770;SP;AL;1;2941532414;;0;96170010;6102;;;3;N;;;;0;N;DIFAL
438719544;31250646339108000104550010001590761357033516;MG;AL;1;2943124181;;0;85437099;6108;;;3;N;;;;0;N;DIFAL
438719544;31250646339108000104550010001590761357033516;MG;AL;1;2943124182;;0;85437099;6108;;;3;N;;;;0;N;DIFAL
439527587;35250648239227000110550070001437281688976651;SP;AL;1;2947865556;;0;21069030;6108;;;3;N;;;;0;N;DIFAL
438914045;42250651008513000180550010000268191434794379;SC;AL;1;2944228500;2100100;0;73211100;6108;;;3;N;;;;0;N;DIFAL
439478416;31250655513484000164550030000171771408584017;MG;AL;1;2947584680;;0;61082200;6108;;;3;N;;;;0;N;DIFAL
438561875;31250632233064000200550030007350971161631455;MG;AL;1;2942681843;2001600;0;33049990;6108;;4772500;3;N;;;;0;N;DIFAL
437113862;35250619822057000102550010000242041287278859;SP;AL;1;2934960014;;20;64042000;6102;;;3;N;;;;0;N;DIFAL
438426450;31250632233064000200550030007324681782535819;MG;AL;1;2941829487;2001400;0;33049910;6108;;4772500;3;N;;;;0;N;DIFAL
438426450;31250632233064000200550030007324681782535819;MG;AL;1;2941829488;;0;42022900;6910;;4772500;3;N;;;;0;N;DIFAL
438426450;31250632233064000200550030007324681782535819;MG;AL;1;2941829489;2001600;0;33049990;6108;;4772500;3;N;;;;0;N;DIFAL
440244875;35250647139063000197550050001481941682291713;SP;AL;1;2951833038;;0;34011190;6102;;;3;N;;;;0;N;DIFAL
440258915;32250634956605000172550010000562991917233133;ES;AL;1;2951884977;;0;39241000;6108;;;3;N;;;;0;N;DIFAL
440814336;32250612449448000176550010001504461181186204;ES;AL;1;2955050485;1002000;0;39269090;6102;;;3;N;4672900;242127304;2;0;N;ST
440814336;32250612449448000176550010001504461181186204;ES;AL;1;2955050485;1002000;0;39269090;6102;;;3;N;4672900;242127304;2;0;N;ST
440814336;32250612449448000176550010001504461181186204;ES;AL;1;2955050485;1002000;0;39269090;6102;;;3;N;4672900;242127304;2;0;N;ST
440814336;32250612449448000176550010001504461181186204;ES;AL;1;2955050485;1002000;0;39269090;6102;;;3;N;4672900;242127304;2;0;N;ST
440814336;32250612449448000176550010001504461181186204;ES;AL;1;2955050486;1002000;0;39269090;6102;;;3;N;4672900;242127304;2;0;N;ST
440814336;32250612449448000176550010001504461181186204;ES;AL;1;2955050486;1002000;0;39269090;6102;;;3;N;4672900;242127304;2;0;N;ST
440814336;32250612449448000176550010001504461181186204;ES;AL;1;2955050486;1002000;0;39269090;6102;;;3;N;4672900;242127304;2;0;N;ST
440814336;32250612449448000176550010001504461181186204;ES;AL;1;2955050486;1002000;0;39269090;6102;;;3;N;4672900;242127304;2;0;N;ST
440814336;32250612449448000176550010001504461181186204;ES;AL;1;2955050487;1002000;0;39269090;6102;;;3;N;4672900;242127304;2;0;N;ST
440814336;32250612449448000176550010001504461181186204;ES;AL;1;2955050487;1002000;0;39269090;6102;;;3;N;4672900;242127304;2;0;N;ST
440814336;32250612449448000176550010001504461181186204;ES;AL;1;2955050487;1002000;0;39269090;6102;;;3;N;4672900;242127304;2;0;N;ST
440814336;32250612449448000176550010001504461181186204;ES;AL;1;2955050487;1002000;0;39269090;6102;;;3;N;4672900;242127304;2;0;N;ST
440814336;32250612449448000176550010001504461181186204;ES;AL;1;2955050488;1002000;0;39269090;6102;;;3;N;4672900;242127304;2;0;N;ST
440814336;32250612449448000176550010001504461181186204;ES;AL;1;2955050488;1002000;0;39269090;6102;;;3;N;4672900;242127304;2;0;N;ST
440814336;32250612449448000176550010001504461181186204;ES;AL;1;2955050488;1002000;0;39269090;6102;;;3;N;4672900;242127304;2;0;N;ST
440814336;32250612449448000176550010001504461181186204;ES;AL;1;2955050488;1002000;0;39269090;6102;;;3;N;4672900;242127304;2;0;N;ST
440814336;32250612449448000176550010001504461181186204;ES;AL;1;2955050489;1002000;0;39269090;6102;;;3;N;4672900;242127304;2;0;N;ST
