;COD_UF_EMIT;TIP_FIN_NFE;ID_PROD;CEST_COMPLETO;COD_CST;NCM_COMPLETO;CFOP_COMPLETO;EMIT_CNAE_COMPLETO;EMIT_CRT;EMIT_IND_SN;DEST_CNAE_COMPLETO;DEST_SITUACAO;TIPO_IMPOSTO;DEST_IND_SN;DEST_POSSUI_IE;EMIT_CNAE_DIVISAO;EMIT_CNAE_GRUPO;EMIT_CNAE_CLASSE;DEST_CNAE_DIVISAO;DEST_CNAE_GRUPO;DEST_CNAE_CLASSE;NCM_CAPITULO;NCM_POSICAO;NCM_SUBPOSICAO;CFOP_NATUREZA;CFOP_OPERACAO;POSSUI_CEST;CEST_SEGMENTO;CEST_ITEM
810;RS;1;2930473625;0;0;94035000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940350;6;101;0;AUSENTE;AUSENTE
811;RS;1;2930473626;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
812;RS;1;2930473627;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
813;RS;1;2930473628;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
814;RS;1;2930473629;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
815;RS;1;2930473630;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
816;RS;1;2930473631;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
817;RS;1;2930473632;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
818;RS;1;2930473633;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
819;RS;1;2930473634;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
820;RS;1;2930473635;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
821;RS;1;2930473636;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
822;RS;1;2930473637;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
823;RS;1;2930473638;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
824;RS;1;2930473639;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
825;RS;1;2930473640;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
826;RS;1;2930473641;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
827;RS;1;2930473642;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
828;RS;1;2930473643;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
829;RS;1;2930473644;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
830;RS;1;2930473645;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
831;RS;1;2930473646;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
832;RS;1;2930473647;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
833;RS;1;2930473648;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
834;RS;1;2930473649;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
835;RS;1;2930473650;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
836;RS;1;2930473651;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
837;RS;1;2930473652;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
838;RS;1;2930473653;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
839;RS;1;2930473654;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
840;RS;1;2930473655;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
841;RS;1;2930473656;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
842;RS;1;2930473657;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
843;RS;1;2930473658;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
844;RS;1;2930473659;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
845;RS;1;2930473660;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
846;RS;1;2930459026;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
847;RS;1;2930459027;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
848;RS;1;2930459028;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
849;RS;1;2930459029;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
850;RS;1;2930459030;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
851;RS;1;2930459031;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
852;RS;1;2930459032;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
853;RS;1;2930459033;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
854;RS;1;2930459034;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
855;RS;1;2930459035;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
856;RS;1;2930459036;0;0;94036000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940360;6;101;0;AUSENTE;AUSENTE
857;RS;1;2930459037;0;0;94036000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940360;6;101;0;AUSENTE;AUSENTE
858;RS;1;2930459038;0;0;94036000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940360;6;101;0;AUSENTE;AUSENTE
859;RS;1;2930459039;0;0;94036000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940360;6;101;0;AUSENTE;AUSENTE
860;RS;1;2930459040;0;0;94036000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940360;6;101;0;AUSENTE;AUSENTE
861;RS;1;2930459041;0;0;94036000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940360;6;101;0;AUSENTE;AUSENTE
862;RS;1;2930459042;0;0;94036000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940360;6;101;0;AUSENTE;AUSENTE
863;RS;1;2930459043;0;0;94036000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940360;6;101;0;AUSENTE;AUSENTE
864;RS;1;2930459044;0;0;94036000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940360;6;101;0;AUSENTE;AUSENTE
865;RS;1;2930459045;0;0;94036000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940360;6;101;0;AUSENTE;AUSENTE
866;RS;1;2930459046;0;0;94036000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940360;6;101;0;AUSENTE;AUSENTE
867;RS;1;2930459047;0;0;94036000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940360;6;101;0;AUSENTE;AUSENTE
868;RS;1;2930459048;0;0;94035000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940350;6;101;0;AUSENTE;AUSENTE
869;RS;1;2930459049;0;0;94035000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940350;6;101;0;AUSENTE;AUSENTE
870;RS;1;2930459050;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
871;RS;1;2930459051;0;0;94035000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940350;6;101;0;AUSENTE;AUSENTE
872;RS;1;2930459052;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
873;RS;1;2930459053;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
874;RS;1;2930459054;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
875;RS;1;2930459055;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
876;RS;1;2930459056;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
877;RS;1;2930459057;0;0;94035000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940350;6;101;0;AUSENTE;AUSENTE
878;RS;1;2930459058;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
879;RS;1;2930459059;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
880;RS;1;2930459060;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
881;RS;1;2930459061;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
882;RS;1;2930459062;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
883;RS;1;2930459063;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
884;RS;1;2930459064;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
885;RS;1;2930459065;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
886;RS;1;2930459066;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
887;RS;1;2930459067;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
888;RS;1;2930459068;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
889;RS;1;2930459069;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
890;RS;1;2930459070;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
891;RS;1;2930459071;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
892;RS;1;2930459072;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
893;RS;1;2930459073;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
894;RS;1;2930459074;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
895;RS;1;2930459075;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
896;RS;1;2930459076;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
897;RS;1;2930459077;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
898;RS;1;2930459078;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
899;RS;1;2930459079;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
900;RS;1;2930459080;0;0;94034000;6101;31012000;3;N;47547010;2;ANT;0;1;31;310;3101;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
901;CE;1;2934324801;0;0;64041100;6101;AUSENTE;3;N;47822010;2;ANT;1;1;AUSENTE;AUSENTE;AUSENTE;47;478;4782;64;6404;640411;6;101;0;AUSENTE;AUSENTE
902;CE;1;2934324802;0;0;64041100;6101;AUSENTE;3;N;47822010;2;ANT;1;1;AUSENTE;AUSENTE;AUSENTE;47;478;4782;64;6404;640411;6;101;0;AUSENTE;AUSENTE
903;CE;1;2934324803;0;0;64041100;6101;AUSENTE;3;N;47822010;2;ANT;1;1;AUSENTE;AUSENTE;AUSENTE;47;478;4782;64;6404;640411;6;101;0;AUSENTE;AUSENTE
904;CE;1;2934324804;0;0;64041100;6101;AUSENTE;3;N;47822010;2;ANT;1;1;AUSENTE;AUSENTE;AUSENTE;47;478;4782;64;6404;640411;6;101;0;AUSENTE;AUSENTE
905;CE;1;2934324805;0;0;64041100;6101;AUSENTE;3;N;47822010;2;ANT;1;1;AUSENTE;AUSENTE;AUSENTE;47;478;4782;64;6404;640411;6;101;0;AUSENTE;AUSENTE
906;CE;1;2934324806;0;0;64041100;6101;AUSENTE;3;N;47822010;2;ANT;1;1;AUSENTE;AUSENTE;AUSENTE;47;478;4782;64;6404;640411;6;101;0;AUSENTE;AUSENTE
907;CE;1;2934324807;0;0;64041100;6101;AUSENTE;3;N;47822010;2;ANT;1;1;AUSENTE;AUSENTE;AUSENTE;47;478;4782;64;6404;640411;6;101;0;AUSENTE;AUSENTE
908;CE;1;2934324808;0;0;64041100;6101;AUSENTE;3;N;47822010;2;ANT;1;1;AUSENTE;AUSENTE;AUSENTE;47;478;4782;64;6404;640411;6;101;0;AUSENTE;AUSENTE
909;CE;1;2934324809;0;0;64041100;6101;AUSENTE;3;N;47822010;2;ANT;1;1;AUSENTE;AUSENTE;AUSENTE;47;478;4782;64;6404;640411;6;101;0;AUSENTE;AUSENTE
910;CE;1;2933116826;0;0;64041100;6101;AUSENTE;3;N;47822010;2;ANT;1;1;AUSENTE;AUSENTE;AUSENTE;47;478;4782;64;6404;640411;6;101;0;AUSENTE;AUSENTE
911;CE;1;2933116827;0;0;64041100;6101;AUSENTE;3;N;47822010;2;ANT;1;1;AUSENTE;AUSENTE;AUSENTE;47;478;4782;64;6404;640411;6;101;0;AUSENTE;AUSENTE
912;CE;1;2933116828;0;0;64041100;6101;AUSENTE;3;N;47822010;2;ANT;1;1;AUSENTE;AUSENTE;AUSENTE;47;478;4782;64;6404;640411;6;101;0;AUSENTE;AUSENTE
913;CE;1;2933116829;0;0;64041100;6101;AUSENTE;3;N;47822010;2;ANT;1;1;AUSENTE;AUSENTE;AUSENTE;47;478;4782;64;6404;640411;6;101;0;AUSENTE;AUSENTE
914;CE;1;2933116830;0;0;64041100;6101;AUSENTE;3;N;47822010;2;ANT;1;1;AUSENTE;AUSENTE;AUSENTE;47;478;4782;64;6404;640411;6;101;0;AUSENTE;AUSENTE
915;CE;1;2933116831;0;0;64041100;6101;AUSENTE;3;N;47822010;2;ANT;1;1;AUSENTE;AUSENTE;AUSENTE;47;478;4782;64;6404;640411;6;101;0;AUSENTE;AUSENTE
916;SC;1;2944663844;0;0;48191000;6102;AUSENTE;3;N;22293030;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;22;222;2229;48;4819;481910;6;102;0;AUSENTE;AUSENTE
917;SC;1;2944663845;0;0;48191000;6102;AUSENTE;3;N;22293030;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;22;222;2229;48;4819;481910;6;102;0;AUSENTE;AUSENTE
918;SC;1;2944663846;0;0;48191000;6102;AUSENTE;3;N;22293030;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;22;222;2229;48;4819;481910;6;102;0;AUSENTE;AUSENTE
919;SC;1;2944663847;0;0;48191000;6102;AUSENTE;3;N;22293030;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;22;222;2229;48;4819;481910;6;102;0;AUSENTE;AUSENTE
920;SC;1;2944663848;0;0;48191000;6102;AUSENTE;3;N;22293030;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;22;222;2229;48;4819;481910;6;102;0;AUSENTE;AUSENTE
921;SC;1;2944663849;0;0;48191000;6102;AUSENTE;3;N;22293030;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;22;222;2229;48;4819;481910;6;102;0;AUSENTE;AUSENTE
922;SC;1;2944663850;0;0;48191000;6102;AUSENTE;3;N;22293030;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;22;222;2229;48;4819;481910;6;102;0;AUSENTE;AUSENTE
923;SC;1;2944663851;0;0;39232190;6102;AUSENTE;3;N;22293030;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;22;222;2229;39;3923;392321;6;102;0;AUSENTE;AUSENTE
924;SC;1;2944663852;0;0;39232190;6102;AUSENTE;3;N;22293030;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;22;222;2229;39;3923;392321;6;102;0;AUSENTE;AUSENTE
925;SC;1;2944663853;0;0;39232190;6102;AUSENTE;3;N;22293030;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;22;222;2229;39;3923;392321;6;102;0;AUSENTE;AUSENTE
926;SC;1;2944663854;0;0;49111010;6102;AUSENTE;3;N;22293030;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;22;222;2229;49;4911;491110;6;102;0;AUSENTE;AUSENTE
927;SC;1;2944663855;0;0;48219000;6102;AUSENTE;3;N;22293030;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;22;222;2229;48;4821;482190;6;102;0;AUSENTE;AUSENTE
928;SC;1;2944663856;0;0;48191000;6102;AUSENTE;3;N;22293030;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;22;222;2229;48;4819;481910;6;102;0;AUSENTE;AUSENTE
929;SC;1;2944663857;0;0;49111010;6102;AUSENTE;3;N;22293030;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;22;222;2229;49;4911;491110;6;102;0;AUSENTE;AUSENTE
930;SC;1;2944663858;0;0;49111010;6102;AUSENTE;3;N;22293030;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;22;222;2229;49;4911;491110;6;102;0;AUSENTE;AUSENTE
931;SC;1;2944663859;0;0;49111010;6102;AUSENTE;3;N;22293030;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;22;222;2229;49;4911;491110;6;102;0;AUSENTE;AUSENTE
932;SC;1;2944663860;0;0;49111010;6102;AUSENTE;3;N;22293030;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;22;222;2229;49;4911;491110;6;102;0;AUSENTE;AUSENTE
933;SC;1;2944663861;0;0;39201099;6102;AUSENTE;3;N;22293030;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;22;222;2229;39;3920;392010;6;102;0;AUSENTE;AUSENTE
934;SC;1;2944663862;0;0;39201099;6102;AUSENTE;3;N;22293030;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;22;222;2229;39;3920;392010;6;102;0;AUSENTE;AUSENTE
935;SC;1;2944663863;0;0;39232190;6102;AUSENTE;3;N;22293030;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;22;222;2229;39;3923;392321;6;102;0;AUSENTE;AUSENTE
936;SC;1;2944663864;0;0;39201099;6102;AUSENTE;3;N;22293030;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;22;222;2229;39;3920;392010;6;102;0;AUSENTE;AUSENTE
937;SC;1;2944663865;0;0;39232190;6102;AUSENTE;3;N;22293030;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;22;222;2229;39;3923;392321;6;102;0;AUSENTE;AUSENTE
938;SC;1;2944663866;0;0;49111010;6102;AUSENTE;3;N;22293030;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;22;222;2229;49;4911;491110;6;102;0;AUSENTE;AUSENTE
939;SC;1;2944663867;0;0;39232190;6102;AUSENTE;3;N;22293030;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;22;222;2229;39;3923;392321;6;102;0;AUSENTE;AUSENTE
940;SC;1;2944663868;0;0;39232190;6102;AUSENTE;3;N;22293030;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;22;222;2229;39;3923;392321;6;102;0;AUSENTE;AUSENTE
941;SC;1;2944663869;0;0;39232190;6102;AUSENTE;3;N;22293030;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;22;222;2229;39;3923;392321;6;102;0;AUSENTE;AUSENTE
942;PB;1;2928881891;0;0;73211200;6152;AUSENTE;3;N;47130040;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;471;4713;73;7321;732112;6;152;0;AUSENTE;AUSENTE
943;PB;1;2928881891;0;0;73211200;6152;AUSENTE;3;N;47130040;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;471;4713;73;7321;732112;6;152;0;AUSENTE;AUSENTE
944;PB;1;2928881892;1400200;0;70133700;6152;AUSENTE;3;N;47130040;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;471;4713;70;7013;701337;6;152;1;14;14002
945;PB;1;2928881892;1400200;0;70133700;6152;AUSENTE;3;N;47130040;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;471;4713;70;7013;701337;6;152;1;14;14002
946;PB;1;2928881893;1400200;0;70133700;6152;AUSENTE;3;N;47130040;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;471;4713;70;7013;701337;6;152;1;14;14002
947;PB;1;2928881893;1400200;0;70133700;6152;AUSENTE;3;N;47130040;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;471;4713;70;7013;701337;6;152;1;14;14002
948;PB;1;2928876462;0;0;94013900;6152;AUSENTE;3;N;47130040;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;471;4713;94;9401;940139;6;152;0;AUSENTE;AUSENTE
949;PB;1;2928876462;0;0;94013900;6152;AUSENTE;3;N;47130040;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;471;4713;94;9401;940139;6;152;0;AUSENTE;AUSENTE
950;PB;1;2928876463;0;0;94035000;6152;AUSENTE;3;N;47130040;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;471;4713;94;9403;940350;6;152;0;AUSENTE;AUSENTE
951;PB;1;2928876463;0;0;94035000;6152;AUSENTE;3;N;47130040;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;471;4713;94;9403;940350;6;152;0;AUSENTE;AUSENTE
952;PB;1;2928876464;0;0;94013900;6152;AUSENTE;3;N;47130040;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;471;4713;94;9401;940139;6;152;0;AUSENTE;AUSENTE
953;PB;1;2928876464;0;0;94013900;6152;AUSENTE;3;N;47130040;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;471;4713;94;9401;940139;6;152;0;AUSENTE;AUSENTE
954;PB;1;2928876465;0;0;94035000;6152;AUSENTE;3;N;47130040;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;471;4713;94;9403;940350;6;152;0;AUSENTE;AUSENTE
955;PB;1;2928876465;0;0;94035000;6152;AUSENTE;3;N;47130040;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;471;4713;94;9403;940350;6;152;0;AUSENTE;AUSENTE
