;COD_UF_EMIT;TIP_FIN_NFE;ID_PROD;CEST_COMPLETO;COD_CST;NCM_COMPLETO;CFOP_COMPLETO;EMIT_CNAE_COMPLETO;EMIT_CRT;EMIT_IND_SN;DEST_CNAE_COMPLETO;DEST_SITUACAO;TIPO_IMPOSTO;DEST_IND_SN;DEST_POSSUI_IE;EMIT_CNAE_DIVISAO;EMIT_CNAE_GRUPO;EMIT_CNAE_CLASSE;DEST_CNAE_DIVISAO;DEST_CNAE_GRUPO;DEST_CNAE_CLASSE;NCM_CAPITULO;NCM_POSICAO;NCM_SUBPOSICAO;CFOP_NATUREZA;CFOP_OPERACAO;POSSUI_CEST;CEST_SEGMENTO;CEST_ITEM
0;PE;1;2929797948;0;0;94035000;6152;AUSENTE;3;N;47539000;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4753;94;9403;940350;6;152;0;00;00000
1;PE;1;2929797949;0;0;94035000;6152;AUSENTE;3;N;47539000;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4753;94;9403;940350;6;152;0;00;00000
2;PE;1;2929797950;0;0;94035000;6152;AUSENTE;3;N;47539000;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4753;94;9403;940350;6;152;0;00;00000
3;PE;1;2929797951;0;0;94036000;6152;AUSENTE;3;N;47539000;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4753;94;9403;940360;6;152;0;00;00000
4;PE;1;2929797952;0;0;94034000;6152;AUSENTE;3;N;47539000;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4753;94;9403;940340;6;152;0;00;00000
5;PE;1;2929797953;0;0;94042900;6152;AUSENTE;3;N;47539000;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4753;94;9404;940429;6;152;0;00;00000
6;PE;1;2929797954;0;0;94034000;6152;AUSENTE;3;N;47539000;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4753;94;9403;940340;6;152;0;00;00000
7;PE;1;2929797955;0;0;94034000;6152;AUSENTE;3;N;47539000;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4753;94;9403;940340;6;152;0;00;00000
8;PE;1;2929797956;0;0;94034000;6152;AUSENTE;3;N;47539000;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4753;94;9403;940340;6;152;0;00;00000
9;PE;1;2929797957;0;0;94034000;6152;AUSENTE;3;N;47539000;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4753;94;9403;940340;6;152;0;00;00000
10;PE;1;2929797927;0;0;76151000;6152;AUSENTE;3;N;47539000;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4753;76;7615;761510;6;152;0;00;00000
11;PE;1;2930625988;0;0;94042900;6152;AUSENTE;3;N;47539000;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4753;94;9404;940429;6;152;0;00;00000
12;PE;1;2930625989;0;0;94035000;6152;AUSENTE;3;N;47539000;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4753;94;9403;940350;6;152;0;00;00000
13;RJ;1;2929016317;2805700;0;90015000;6101;32507070;3;N;47741000;2;ANT;0;1;32;325;3250;47;477;4774;90;9001;900150;6;101;1;28;28057
14;PE;1;2931255114;0;0;28044000;6101;20142000;3;N;28691000;2;ANT;0;1;20;201;2014;28;286;2869;28;2804;280440;6;101;0;AUSENTE;AUSENTE
15;PE;1;2931255115;0;0;28112100;6101;20142000;3;N;28691000;2;ANT;0;1;20;201;2014;28;286;2869;28;2811;281121;6;101;0;AUSENTE;AUSENTE
16;PE;1;2929996108;0;0;10063021;6101;AUSENTE;3;N;46397010;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;46;463;4639;10;1006;100630;6;101;0;AUSENTE;AUSENTE
17;PE;1;2929335922;2106400;0;85235290;6152;AUSENTE;3;N;47539000;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4753;85;8523;852352;6;152;1;21;21064
18;PE;1;2929335923;2108700;0;85102000;6152;AUSENTE;3;N;47539000;2;ST;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4753;85;8510;851020;6;152;1;21;21087
19;PE;1;2929359533;0;0;03074310;6101;10201020;3;N;56112010;2;ANT;1;1;10;102;1020;56;561;5611;03;0307;030743;6;101;0;AUSENTE;AUSENTE
20;PR;1;2934270104;0;0;39264000;6101;AUSENTE;1;S;AUSENTE;0;ANT;0;0;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;39;3926;392640;6;101;0;AUSENTE;AUSENTE
21;PR;1;2934270105;0;0;39264000;6101;AUSENTE;1;S;AUSENTE;0;ANT;0;0;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;39;3926;392640;6;101;0;AUSENTE;AUSENTE
22;PR;1;2934270106;0;0;39264000;6101;AUSENTE;1;S;AUSENTE;0;ANT;0;0;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;39;3926;392640;6;101;0;AUSENTE;AUSENTE
23;PR;1;2934270107;0;0;39264000;6101;AUSENTE;1;S;AUSENTE;0;ANT;0;0;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;39;3926;392640;6;101;0;AUSENTE;AUSENTE
24;PR;1;2934270108;0;0;39264000;6101;AUSENTE;1;S;AUSENTE;0;ANT;0;0;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;39;3926;392640;6;101;0;AUSENTE;AUSENTE
25;PR;1;2934270109;0;0;39264000;6101;AUSENTE;1;S;AUSENTE;0;ANT;0;0;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;39;3926;392640;6;101;0;AUSENTE;AUSENTE
26;PR;1;2934270110;0;0;39264000;6101;AUSENTE;1;S;AUSENTE;0;ANT;0;0;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;39;3926;392640;6;101;0;AUSENTE;AUSENTE
27;PR;1;2934270111;0;0;39264000;6101;AUSENTE;1;S;AUSENTE;0;ANT;0;0;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;39;3926;392640;6;101;0;AUSENTE;AUSENTE
28;PR;1;2934270112;0;0;44201900;6101;AUSENTE;1;S;AUSENTE;0;ANT;0;0;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;44;4420;442019;6;101;0;AUSENTE;AUSENTE
29;PR;1;2934270113;0;0;44201900;6101;AUSENTE;1;S;AUSENTE;0;ANT;0;0;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;44;4420;442019;6;101;0;AUSENTE;AUSENTE
30;PR;1;2934270114;0;0;44201900;6101;AUSENTE;1;S;AUSENTE;0;ANT;0;0;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;44;4420;442019;6;101;0;AUSENTE;AUSENTE
31;PR;1;2934270115;0;0;44201900;6101;AUSENTE;1;S;AUSENTE;0;ANT;0;0;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;44;4420;442019;6;101;0;AUSENTE;AUSENTE
32;PR;1;2934270116;0;0;44201900;6101;AUSENTE;1;S;AUSENTE;0;ANT;0;0;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;44;4420;442019;6;101;0;AUSENTE;AUSENTE
33;PR;1;2934270117;0;0;44201900;6101;AUSENTE;1;S;AUSENTE;0;ANT;0;0;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;44;4420;442019;6;101;0;AUSENTE;AUSENTE
34;PR;1;2934270118;0;0;44201900;6101;AUSENTE;1;S;AUSENTE;0;ANT;0;0;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;44;4420;442019;6;101;0;AUSENTE;AUSENTE
35;PR;1;2934270119;0;0;44201900;6101;AUSENTE;1;S;AUSENTE;0;ANT;0;0;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;44;4420;442019;6;101;0;AUSENTE;AUSENTE
36;PR;1;2934270120;0;0;71179000;6101;AUSENTE;1;S;AUSENTE;0;ANT;0;0;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;71;7117;711790;6;101;0;AUSENTE;AUSENTE
37;PR;1;2934270121;0;0;71179000;6101;AUSENTE;1;S;AUSENTE;0;ANT;0;0;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;71;7117;711790;6;101;0;AUSENTE;AUSENTE
38;PR;1;2934270122;0;0;71179000;6101;AUSENTE;1;S;AUSENTE;0;ANT;0;0;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;71;7117;711790;6;101;0;AUSENTE;AUSENTE
39;PR;1;2934270123;0;0;71179000;6101;AUSENTE;1;S;AUSENTE;0;ANT;0;0;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;71;7117;711790;6;101;0;AUSENTE;AUSENTE
40;PR;1;2934270124;0;0;71179000;6101;AUSENTE;1;S;AUSENTE;0;ANT;0;0;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;71;7117;711790;6;101;0;AUSENTE;AUSENTE
41;PR;1;2934270125;0;0;71179000;6101;AUSENTE;1;S;AUSENTE;0;ANT;0;0;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;71;7117;711790;6;101;0;AUSENTE;AUSENTE
42;PR;1;2934270126;0;0;71179000;6101;AUSENTE;1;S;AUSENTE;0;ANT;0;0;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;71;7117;711790;6;101;0;AUSENTE;AUSENTE
43;PR;1;2934270127;0;0;71179000;6101;AUSENTE;1;S;AUSENTE;0;ANT;0;0;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;71;7117;711790;6;101;0;AUSENTE;AUSENTE
44;PR;1;2934270128;0;0;71179000;6101;AUSENTE;1;S;AUSENTE;0;ANT;0;0;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;71;7117;711790;6;101;0;AUSENTE;AUSENTE
45;PR;1;2934270129;0;0;39264000;6101;AUSENTE;1;S;AUSENTE;0;ANT;0;0;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;39;3926;392640;6;101;0;AUSENTE;AUSENTE
46;PR;1;2934270130;0;0;39264000;6101;AUSENTE;1;S;AUSENTE;0;ANT;0;0;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;39;3926;392640;6;101;0;AUSENTE;AUSENTE
47;PR;1;2934270131;0;0;39264000;6101;AUSENTE;1;S;AUSENTE;0;ANT;0;0;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;39;3926;392640;6;101;0;AUSENTE;AUSENTE
48;PR;1;2934270132;0;0;39264000;6101;AUSENTE;1;S;AUSENTE;0;ANT;0;0;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;39;3926;392640;6;101;0;AUSENTE;AUSENTE
49;PR;1;2934270133;0;0;39264000;6101;AUSENTE;1;S;AUSENTE;0;ANT;0;0;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;39;3926;392640;6;101;0;AUSENTE;AUSENTE
50;PR;1;2934270134;0;0;39264000;6101;AUSENTE;1;S;AUSENTE;0;ANT;0;0;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;39;3926;392640;6;101;0;AUSENTE;AUSENTE
51;PR;1;2934276247;0;0;44201900;6101;AUSENTE;1;S;AUSENTE;0;ANT;0;0;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;44;4420;442019;6;101;0;AUSENTE;AUSENTE
52;PR;1;2934276248;0;0;39264000;6101;AUSENTE;1;S;AUSENTE;0;ANT;0;0;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;39;3926;392640;6;101;0;AUSENTE;AUSENTE
53;PR;1;2934276249;0;0;39264000;6101;AUSENTE;1;S;AUSENTE;0;ANT;0;0;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;39;3926;392640;6;101;0;AUSENTE;AUSENTE
54;PR;1;2934276250;0;0;39264000;6101;AUSENTE;1;S;AUSENTE;0;ANT;0;0;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;39;3926;392640;6;101;0;AUSENTE;AUSENTE
55;PR;1;2934276251;0;0;44201900;6101;AUSENTE;1;S;AUSENTE;0;ANT;0;0;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;44;4420;442019;6;101;0;AUSENTE;AUSENTE
56;PR;1;2934276252;0;0;39264000;6101;AUSENTE;1;S;AUSENTE;0;ANT;0;0;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;39;3926;392640;6;101;0;AUSENTE;AUSENTE
57;PR;1;2934276253;0;0;39264000;6101;AUSENTE;1;S;AUSENTE;0;ANT;0;0;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;39;3926;392640;6;101;0;AUSENTE;AUSENTE
58;PR;1;2934276254;0;0;39264000;6101;AUSENTE;1;S;AUSENTE;0;ANT;0;0;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;39;3926;392640;6;101;0;AUSENTE;AUSENTE
59;PR;1;2934276255;0;0;39264000;6101;AUSENTE;1;S;AUSENTE;0;ANT;0;0;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;39;3926;392640;6;101;0;AUSENTE;AUSENTE
60;PR;1;2934276256;0;0;39264000;6101;AUSENTE;1;S;AUSENTE;0;ANT;0;0;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;39;3926;392640;6;101;0;AUSENTE;AUSENTE
61;PR;1;2934276257;0;0;39264000;6101;AUSENTE;1;S;AUSENTE;0;ANT;0;0;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;39;3926;392640;6;101;0;AUSENTE;AUSENTE
62;PR;1;2934276258;0;0;39264000;6101;AUSENTE;1;S;AUSENTE;0;ANT;0;0;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;39;3926;392640;6;101;0;AUSENTE;AUSENTE
63;PR;1;2934276259;0;0;39264000;6101;AUSENTE;1;S;AUSENTE;0;ANT;0;0;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;39;3926;392640;6;101;0;AUSENTE;AUSENTE
64;PR;1;2934276260;0;0;71179000;6101;AUSENTE;1;S;AUSENTE;0;ANT;0;0;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;71;7117;711790;6;101;0;AUSENTE;AUSENTE
65;PR;1;2934276261;0;0;71179000;6101;AUSENTE;1;S;AUSENTE;0;ANT;0;0;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;71;7117;711790;6;101;0;AUSENTE;AUSENTE
66;PR;1;2934276262;0;0;39264000;6101;AUSENTE;1;S;AUSENTE;0;ANT;0;0;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;39;3926;392640;6;101;0;AUSENTE;AUSENTE
67;PR;1;2934276263;0;0;39264000;6101;AUSENTE;1;S;AUSENTE;0;ANT;0;0;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;39;3926;392640;6;101;0;AUSENTE;AUSENTE
68;PR;1;2934276264;0;0;39264000;6101;AUSENTE;1;S;AUSENTE;0;ANT;0;0;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;39;3926;392640;6;101;0;AUSENTE;AUSENTE
69;PR;1;2934276265;0;0;44201900;6101;AUSENTE;1;S;AUSENTE;0;ANT;0;0;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;AUSENTE;44;4420;442019;6;101;0;AUSENTE;AUSENTE
70;PB;1;2934465641;0;10;19041000;6401;10643000;3;N;47121000;2;ST;0;1;10;106;1064;47;471;4712;19;1904;190410;6;401;0;AUSENTE;AUSENTE
71;PB;1;2934465642;0;10;19041000;6401;10643000;3;N;47121000;2;ST;0;1;10;106;1064;47;471;4712;19;1904;190410;6;401;0;AUSENTE;AUSENTE
72;PB;1;2934465643;0;10;19041000;6401;10643000;3;N;47121000;2;ST;0;1;10;106;1064;47;471;4712;19;1904;190410;6;401;0;AUSENTE;AUSENTE
73;PB;1;2934465644;0;10;20052000;6401;10643000;3;N;47121000;2;ST;0;1;10;106;1064;47;471;4712;20;2005;200520;6;401;0;AUSENTE;AUSENTE
74;PB;1;2934465645;0;10;20052000;6401;10643000;3;N;47121000;2;ST;0;1;10;106;1064;47;471;4712;20;2005;200520;6;401;0;AUSENTE;AUSENTE
75;PB;1;2934465646;0;10;20052000;6401;10643000;3;N;47121000;2;ST;0;1;10;106;1064;47;471;4712;20;2005;200520;6;401;0;AUSENTE;AUSENTE
76;PB;1;2934465647;0;10;20052000;6401;10643000;3;N;47121000;2;ST;0;1;10;106;1064;47;471;4712;20;2005;200520;6;401;0;AUSENTE;AUSENTE
77;PB;1;2934465648;0;10;20052000;6401;10643000;3;N;47121000;2;ST;0;1;10;106;1064;47;471;4712;20;2005;200520;6;401;0;AUSENTE;AUSENTE
78;PB;1;2934465649;0;10;11081400;6401;10643000;3;N;47121000;2;ANT;0;1;10;106;1064;47;471;4712;11;1108;110814;6;401;0;AUSENTE;AUSENTE
79;PB;1;2934471494;0;10;19041000;6401;10643000;3;N;47113020;2;ST;0;1;10;106;1064;47;471;4711;19;1904;190410;6;401;0;AUSENTE;AUSENTE
80;PB;1;2934471495;0;10;19041000;6401;10643000;3;N;47113020;2;ST;0;1;10;106;1064;47;471;4711;19;1904;190410;6;401;0;AUSENTE;AUSENTE
81;PB;1;2934471496;0;10;20052000;6401;10643000;3;N;47113020;2;ST;0;1;10;106;1064;47;471;4711;20;2005;200520;6;401;0;AUSENTE;AUSENTE
82;PB;1;2934471497;0;10;20052000;6401;10643000;3;N;47113020;2;ST;0;1;10;106;1064;47;471;4711;20;2005;200520;6;401;0;AUSENTE;AUSENTE
83;PB;1;2934471498;0;10;20052000;6401;10643000;3;N;47113020;2;ST;0;1;10;106;1064;47;471;4711;20;2005;200520;6;401;0;AUSENTE;AUSENTE
84;PB;1;2934471499;0;10;19041000;6401;10643000;3;N;47113020;2;ST;0;1;10;106;1064;47;471;4711;19;1904;190410;6;401;0;AUSENTE;AUSENTE
85;PB;1;2934471500;0;10;19041000;6401;10643000;3;N;47113020;2;ST;0;1;10;106;1064;47;471;4711;19;1904;190410;6;401;0;AUSENTE;AUSENTE
86;PB;1;2934471501;0;10;19041000;6401;10643000;3;N;47113020;2;ST;0;1;10;106;1064;47;471;4711;19;1904;190410;6;401;0;AUSENTE;AUSENTE
87;PB;1;2934471502;0;10;19041000;6401;10643000;3;N;47113020;2;ST;0;1;10;106;1064;47;471;4711;19;1904;190410;6;401;0;AUSENTE;AUSENTE
88;PB;1;2934471503;0;10;19041000;6401;10643000;3;N;47113020;2;ST;0;1;10;106;1064;47;471;4711;19;1904;190410;6;401;0;AUSENTE;AUSENTE
89;PB;1;2934471504;0;10;19041000;6401;10643000;3;N;47113020;2;ST;0;1;10;106;1064;47;471;4711;19;1904;190410;6;401;0;AUSENTE;AUSENTE
90;PB;1;2934471505;0;10;19041000;6401;10643000;3;N;47113020;2;ST;0;1;10;106;1064;47;471;4711;19;1904;190410;6;401;0;AUSENTE;AUSENTE
91;PB;1;2934471506;0;10;19041000;6401;10643000;3;N;47113020;2;ST;0;1;10;106;1064;47;471;4711;19;1904;190410;6;401;0;AUSENTE;AUSENTE
92;PB;1;2934471507;0;10;19041000;6401;10643000;3;N;47113020;2;ST;0;1;10;106;1064;47;471;4711;19;1904;190410;6;401;0;AUSENTE;AUSENTE
93;PB;1;2934471508;0;10;11081400;6401;10643000;3;N;47113020;2;ANT;0;1;10;106;1064;47;471;4711;11;1108;110814;6;401;0;AUSENTE;AUSENTE
94;PB;1;2934471509;0;10;19041000;6401;10643000;3;N;47113020;2;ST;0;1;10;106;1064;47;471;4711;19;1904;190410;6;401;0;AUSENTE;AUSENTE
95;PB;1;2934471510;0;10;20052000;6401;10643000;3;N;47113020;2;ST;0;1;10;106;1064;47;471;4711;20;2005;200520;6;401;0;AUSENTE;AUSENTE
96;PB;1;2934471511;0;10;20052000;6401;10643000;3;N;47113020;2;ST;0;1;10;106;1064;47;471;4711;20;2005;200520;6;401;0;AUSENTE;AUSENTE
97;PB;1;2934471512;0;10;20052000;6401;10643000;3;N;47113020;2;ST;0;1;10;106;1064;47;471;4711;20;2005;200520;6;401;0;AUSENTE;AUSENTE
98;PB;1;2934471513;0;10;20052000;6401;10643000;3;N;47113020;2;ST;0;1;10;106;1064;47;471;4711;20;2005;200520;6;401;0;AUSENTE;AUSENTE
99;PB;1;2934471514;0;10;20052000;6401;10643000;3;N;47113020;2;ST;0;1;10;106;1064;47;471;4711;20;2005;200520;6;401;0;AUSENTE;AUSENTE
100;PB;1;2934471515;0;10;19041000;6401;10643000;3;N;47113020;2;ST;0;1;10;106;1064;47;471;4711;19;1904;190410;6;401;0;AUSENTE;AUSENTE
101;PB;1;2935224510;0;10;19053100;6910;10643000;3;N;47113020;2;ST;0;1;10;106;1064;47;471;4711;19;1905;190531;6;910;0;AUSENTE;AUSENTE
102;PB;1;2935224511;0;10;35030019;6910;10643000;3;N;47113020;2;ANT;0;1;10;106;1064;47;471;4711;35;3503;350300;6;910;0;AUSENTE;AUSENTE
103;PB;1;2935224512;0;10;35030019;6910;10643000;3;N;47113020;2;ANT;0;1;10;106;1064;47;471;4711;35;3503;350300;6;910;0;AUSENTE;AUSENTE
104;PE;1;2929132195;600700;30;27101932;6403;AUSENTE;3;N;56112010;2;STDIF;0;1;AUSENTE;AUSENTE;AUSENTE;56;561;5611;27;2710;271019;6;403;1;60;60070
105;PE;1;2929132196;1007900;0;84819090;6102;AUSENTE;3;N;56112010;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;56;561;5611;84;8481;848190;6;102;1;10;10079
106;PE;1;2929132197;0;0;84186940;6102;AUSENTE;3;N;56112010;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;56;561;5611;84;8418;841869;6;102;0;AUSENTE;AUSENTE
107;PE;1;2929132198;0;0;84189900;6102;AUSENTE;3;N;56112010;2;STDIF;0;1;AUSENTE;AUSENTE;AUSENTE;56;561;5611;84;8418;841899;6;102;0;AUSENTE;AUSENTE
108;PE;1;2929132199;1007900;0;84818021;6102;AUSENTE;3;N;56112010;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;56;561;5611;84;8481;848180;6;102;1;10;10079
109;MG;1;2933000021;0;0;94035000;6949;AUSENTE;3;N;47547010;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4754;94;9403;940350;6;949;0;AUSENTE;AUSENTE
110;MG;1;2933000022;0;0;94035000;6949;AUSENTE;3;N;47547010;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4754;94;9403;940350;6;949;0;AUSENTE;AUSENTE
111;MG;1;2933000872;0;0;94034000;6949;AUSENTE;3;N;47547010;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4754;94;9403;940340;6;949;0;AUSENTE;AUSENTE
112;MG;1;2933000850;0;0;94035000;6949;AUSENTE;3;N;47547010;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4754;94;9403;940350;6;949;0;AUSENTE;AUSENTE
113;MG;1;2933000851;0;0;94035000;6949;AUSENTE;3;N;47547010;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4754;94;9403;940350;6;949;0;AUSENTE;AUSENTE
114;MG;1;2933000852;0;0;94035000;6949;AUSENTE;3;N;47547010;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4754;94;9403;940350;6;949;0;AUSENTE;AUSENTE
115;MG;1;2932998886;0;0;94034000;6949;AUSENTE;3;N;47547010;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4754;94;9403;940340;6;949;0;AUSENTE;AUSENTE
116;MG;1;2933000916;0;0;94034000;6949;AUSENTE;3;N;47547010;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4754;94;9403;940340;6;949;0;AUSENTE;AUSENTE
117;MG;1;2932986402;0;0;94034000;6101;AUSENTE;3;N;47547010;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
118;MG;1;2932986403;0;0;94034000;6101;AUSENTE;3;N;47547010;2;ANT;0;1;AUSENTE;AUSENTE;AUSENTE;47;475;4754;94;9403;940340;6;101;0;AUSENTE;AUSENTE
119;SE;1;2931693498;1704600;10;19012090;6401;10643000;3;N;47121000;2;ST;0;1;10;106;1064;47;471;4712;19;1901;190120;6;401;1;17;17046
120;SE;1;2931693499;1704600;10;19012090;6401;10643000;3;N;47121000;2;ST;0;1;10;106;1064;47;471;4712;19;1901;190120;6;401;1;17;17046
121;SE;1;2931693500;1704600;10;19012090;6401;10643000;3;N;47121000;2;ST;0;1;10;106;1064;47;471;4712;19;1901;190120;6;401;1;17;17046
122;SE;1;2931693501;1704600;10;19012090;6401;10643000;3;N;47121000;2;ST;0;1;10;106;1064;47;471;4712;19;1901;190120;6;401;1;17;17046
123;SE;1;2931693502;1704600;10;19012090;6401;10643000;3;N;47121000;2;ST;0;1;10;106;1064;47;471;4712;19;1901;190120;6;401;1;17;17046
124;SE;1;2931693503;1704600;10;19012090;6401;10643000;3;N;47121000;2;ST;0;1;10;106;1064;47;471;4712;19;1901;190120;6;401;1;17;17046
125;SE;1;2931693504;1704600;10;19012090;6401;10643000;3;N;47121000;2;ST;0;1;10;106;1064;47;471;4712;19;1901;190120;6;401;1;17;17046
126;SE;1;2931693505;1704600;10;19012090;6401;10643000;3;N;47121000;2;ST;0;1;10;106;1064;47;471;4712;19;1901;190120;6;401;1;17;17046
127;SE;1;2931693506;0;0;17019900;6101;10643000;3;N;47121000;2;ANT;0;1;10;106;1064;47;471;4712;17;1701;170199;6;101;0;AUSENTE;AUSENTE
128;SE;1;2931693507;0;0;21069090;6101;10643000;3;N;47121000;2;ANT;0;1;10;106;1064;47;471;4712;21;2106;210690;6;101;0;AUSENTE;AUSENTE
129;SE;1;2931693508;0;0;21069010;6101;10643000;3;N;47121000;2;ANT;0;1;10;106;1064;47;471;4712;21;2106;210690;6;101;0;00;00000
130;SE;1;2931693509;0;0;21069010;6101;10643000;3;N;47121000;2;ANT;0;1;10;106;1064;47;471;4712;21;2106;210690;6;101;0;00;00000
131;SE;1;2931693510;0;0;21069010;6101;10643000;3;N;47121000;2;ANT;0;1;10;106;1064;47;471;4712;21;2106;210690;6;101;0;00;00000
132;SE;1;2931693511;0;0;21069010;6101;10643000;3;N;47121000;2;ANT;0;1;10;106;1064;47;471;4712;21;2106;210690;6;101;0;00;00000
133;SE;1;2931693512;0;0;21069010;6101;10643000;3;N;47121000;2;ANT;0;1;10;106;1064;47;471;4712;21;2106;210690;6;101;0;00;00000
